iteration,r1c1,r1c3,r1c4,r1c5,r1c6,r2c1,r2c2,r2c3,r2c4,r2c6,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c1,r5c5,r5c6,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6
339,96.68616432841432,91.70571485686838,90.5239481803995,89.29155686054935,89.9699612154001,95.06674004599644,92.5538281823686,91.20263915267174,91.053429299152,87.5599388103256,93.60821220012666,92.23514578384633,89.94222038506737,89.82026845547786,89.74556554690562,88.42738079685927,92.20012962685,91.08839482835754,89.8592121703274,87.75681656262438,88.44687169433685,88.52118483033969,90.94683828896427,86.18037502439734,87.18923102811158,89.55853185893768,88.33817814908079,87.13304081964606,85.94293014020425,85.18506469343224,85.90904996914355
340,96.71930268513017,91.73885321358424,90.55708653711535,89.32469521726517,90.00309957211589,95.09987840271229,92.58696653908447,91.23577750938757,91.08656765586785,87.59307716704136,93.64135055684251,92.2682841405622,89.97535874178321,89.85340681219373,89.77870390362148,88.46051915357515,92.23326798356585,91.12153318507339,89.89235052704325,87.78995491934022,88.48001005105272,88.55432318705553,90.97997664568014,86.21351338111317,87.22236938482742,89.59167021565354,88.37131650579666,87.16617917636191,85.97606849692013,85.21820305014813,85.94218832585939
341,96.75210965827887,91.77166018673292,90.58989351026406,89.35750219041387,90.03590654526451,95.13268537586097,92.61977351223315,91.2685844825363,91.11937462901655,87.62588414018998,93.67415752999119,92.3010911137109,90.00816571493192,89.8862137853424,89.81151087677017,88.49332612672379,92.26607495671455,91.15434015822208,89.92515750019196,87.82276189248894,88.5128170242014,88.58713016020424,91.01278361882883,86.24632035426188,87.25517635797608,89.62447718880225,88.40412347894535,87.19898614951062,86.00887547006882,85.25101002329681,85.97499529900807
342,96.78458856169608,91.80413909015012,90.62237241368126,89.3899810938311,90.06838544868165,95.16516427927819,92.65225241565035,91.30106338595347,91.15185353243379,87.65836304360711,93.70663643340842,92.3335700171281,90.04064461834913,89.91869268875962,89.84398978018737,88.52580503014102,92.29855386013176,91.1868190616393,89.95763640360914,87.85524079590613,88.54529592761861,88.61960906362141,91.04526252224603,86.27879925767907,87.28765526139331,89.65695609221946,88.43660238236257,87.23146505292783,86.04135437348604,85.28348892671401,86.00747420242523
343,96.81674267607912,91.83629320453315,90.65452652806428,89.42213520821412,90.10053956306463,95.19731839366123,92.68440653003339,91.33321750033652,91.1840076468168,87.69051715799007,93.73879054779144,92.36572413151114,90.07279873273215,89.95084680314268,89.87614389457042,88.55795914452403,92.3307079745148,91.21897317602232,89.9897905179922,87.88739491028917,88.57745004200163,88.65176317800444,91.07741663662907,86.31095337206212,87.31980937577633,89.68911020660249,88.4687564967456,87.26361916731086,86.07350848786908,85.31564304109705,86.0396283168083
344,96.84857524931833,91.86812577777236,90.68635910130348,89.4539677814533,90.13237213630379,95.22915096690042,92.7162391032726,91.36505007357572,91.21584022005601,87.72234973122922,93.77062312103064,92.39755670475033,90.10463130597138,89.98267937638185,89.90797646780965,88.58979171776323,92.362540547754,91.25080574926153,90.02162309123139,87.91922748352842,88.60928261524084,88.68359575124364,91.10924920986828,86.3427859453013,87.35164194901554,89.72094277984168,88.5005890699848,87.29545174055006,86.10534106110828,85.34747561433626,86.07146089004749
345,96.88008949682515,91.89964002527917,90.71787334881033,89.48548202896012,90.16388638381056,95.26066521440725,92.7477533507794,91.39656432108254,91.24735446756283,87.75386397873598,93.80213736853746,92.42907095225716,90.13614555347816,90.01419362388867,89.93949071531642,88.62130596527005,92.39405479526081,91.28231999676835,90.0531373387382,87.95074173103518,88.64079686274768,88.71510999875045,91.14076345737507,86.37430019280812,87.38315619652234,89.75245702734851,88.53210331749159,87.32696598805688,86.1368553086151,85.37898986184305,86.10297513755431
346,96.9112886018569,91.93083913031091,90.74907245384205,89.5166811339919,90.19508548884225,95.29186431943901,92.77895245581118,91.42776342611427,91.27855357259457,87.7850630837677,93.83333647356922,92.4602700572889,90.16734465850992,90.04539272892043,89.97068982034817,88.65250507030177,92.42525390029255,91.3135191018001,90.08433644376996,87.98194083606693,88.6719959677794,88.7463091037822,91.17196256240685,86.4054992978399,87.41435530155407,89.78365613238022,88.56330242252336,87.3581650930886,86.16805441364684,85.41018896687478,86.13417424258603
347,96.94217571583833,91.96172624429234,90.77995956782348,89.5475682479733,90.22597260282366,95.32275143342044,92.80983956979262,91.45865054009572,91.309440686576,87.81595019774906,93.86422358755065,92.49115717127034,90.19823177249134,90.07627984290185,90.00157693432962,88.68339218428319,92.45614101427401,91.34440621578152,90.11522355775138,88.01282795004838,88.7028830817608,88.77719621776359,91.20284967638825,86.43638641182127,87.44524241553552,89.8145432463617,88.59418953650477,87.38905220707005,86.19894152762825,85.44107608085626,86.16506135656743
348,96.97275395867995,91.99230448713395,90.81053781066508,89.57814649081492,90.25655084566523,95.35332967626206,92.84041781263423,91.48922878293735,91.34001892941761,87.84652844059065,93.89480183039228,92.52173541411196,90.22881001533298,90.10685808574348,90.03215517717123,88.71397042712482,92.48671925711562,91.37498445862316,90.145801800593,88.04340619288999,88.73346132460246,88.80777446060522,91.2334279192299,86.46696465466287,87.47582065837707,89.8451214892033,88.62476777934641,87.41963044991165,86.22951977046988,85.47165432369783,86.19563959940909
349,97.00302641909315,92.02257694754715,90.84081027107828,89.6084189512281,90.28682330607839,95.38360213667526,92.87069027304743,91.51950124335053,91.37029138983084,87.87680090100382,93.92507429080548,92.55200787452519,90.25908247574617,90.13713054615665,90.06242763758443,88.74424288753801,92.51699171752884,91.40525691903636,90.17607426100622,88.07367865330319,88.76373378501563,88.83804692101842,91.2637003796431,86.49723711507612,87.50609311879029,89.87539394961651,88.65504023975959,87.44990291032488,86.25979223088306,85.50192678411102,86.22591205982224
350,97.03299615490221,92.05254668335623,90.87078000688734,89.63838868703716,90.31679304188744,95.41357187248433,92.9006600088565,91.54947097915962,91.40026112563989,87.90677063681284,93.95504402661456,92.58197761033423,90.28905221155529,90.16710028196577,90.09239737339348,88.77421262334708,92.54696145333791,91.43522665484544,90.2060439968153,88.10364838911225,88.79370352082472,88.86801665682748,91.29367011545219,86.52720685088515,87.53606285459936,89.90536368542558,88.68500997556868,87.47987264613391,86.28976196669215,85.53189651992011,86.25588179563131
351,97.06266619335318,92.0822167218072,90.90045004533833,89.66805872548814,90.34646308033838,95.4432419109353,92.93033004730748,91.5791410176106,91.42993116409089,87.9364406752638,93.98471406506553,92.61164764878522,90.31872225000623,90.19677032041672,90.1220674118445,88.80388266179804,92.57663149178889,91.46489669329642,90.23571403526628,88.13331842756325,88.82337355927568,88.89768669527847,91.32334015390317,86.55687688933615,87.56573289305034,89.93503372387657,88.71468001401968,87.50954268458491,86.3194320051431,85.56156655837108,86.28555183408228
352,97.09203953141964,92.11159005987368,90.9298233834048,89.6974320635546,90.37583641840482,95.47261524900176,92.95970338537393,91.60851435567706,91.45930450215734,87.96581401333023,94.01408740313198,92.64102098685169,90.34809558807271,90.22614365848321,90.15144074991095,88.83325599986453,92.60600482985535,91.49427003136287,90.26508737333276,88.16269176562969,88.85274689734219,88.92706003334492,91.35271349196964,86.5862502274026,87.59510623111682,89.96440706194305,88.74405335208614,87.5389160226514,86.34880534320958,85.59093989643756,86.31492517214876
353,97.12111913610545,92.14066966455947,90.9589029880906,89.72651166824042,90.40491602309059,95.50169485368757,92.98878299005973,91.63759396036284,91.48838410684314,87.99489361801601,94.0431670078178,92.67010059153748,90.37717519275851,90.255223263169,90.18052035459677,88.86233560455032,92.63508443454114,91.52334963604869,90.29416697801854,88.19177137031552,88.88182650202796,88.95613963803075,91.38179309665543,86.61532983208842,87.6241858358026,89.99348666662884,88.77313295677195,87.56799562733721,86.37788494789541,85.62001950112334,86.34400477683457
354,97.1499079447444,92.1694584731984,90.98769179672955,89.75530047687937,90.43370483172951,95.5304836623265,93.01757179869868,91.6663827690018,91.51717291548206,88.02368242665491,94.07195581645672,92.69888940017644,90.40596400139744,90.28401207180795,90.2093091632357,88.89112441318927,92.6638732431801,91.55213844468761,90.3229557866575,88.22056017895446,88.91061531066693,88.98492844666966,91.41058190529436,86.64411864072736,87.65297464444157,90.02227547526779,88.8019217654109,87.59678443597616,86.40667375653437,85.6488083097623,86.3727935854735
355,97.17840886529696,92.19795939375096,91.0161927172821,89.78380139743193,90.46220575228206,95.55898458287905,93.04607271925123,91.69488368955435,91.54567383603464,88.05218334720746,94.10045673700927,92.72739032072896,90.43446492195002,90.31251299236048,90.23781008378826,88.9196253337418,92.69237416373264,91.58063936524017,90.35145670721003,88.24906109950703,88.93911623121946,89.01342936722223,91.43908282584692,86.67261956127993,87.6814755649941,90.05077639582032,88.83042268596344,87.62528535652872,86.43517467708693,85.67730923031485,86.40129450602608
356,97.20662477664399,92.22617530509798,91.04440862862913,89.81201730877895,90.49042166362908,95.5872004942261,93.07428863059823,91.72309960090136,91.57388974738166,88.08039925855448,94.12867264835629,92.75560623207599,90.46268083329703,90.34072890370753,90.26602599513528,88.94784124508885,92.72059007507964,91.60885527658719,90.37967261855707,88.27727701085404,88.9673321425665,89.04164527856925,91.46729873719394,86.70083547262693,87.70969147634113,90.07899230716735,88.85863859731046,87.65350126787575,86.46339058843397,85.7055251416619,86.4295104173731
357,97.23455852887756,92.25410905733153,91.07234238086268,89.8399510610125,90.51835541586263,95.61513424645965,93.10222238283181,91.75103335313491,91.60182349961522,88.10833301078802,94.15660640058985,92.78353998430954,90.49061458553058,90.36866265594108,90.29395974736885,88.9757749973224,92.7485238273132,91.63678902882073,90.40760637079062,88.30521076308762,88.99526589480006,89.06957903080281,91.49523248942748,86.72876922486051,87.7376252285747,90.1069260594009,88.88657234954402,87.68143502010928,86.49132434066752,85.73345889389543,86.45744416960665
358,97.26221294358878,92.28176347204275,91.09999679557389,89.86760547572374,90.54600983057384,95.6427886611709,93.12987679754303,91.77868776784615,91.62947791432643,88.13598742549922,94.18426081530109,92.81119439902076,90.51826900024179,90.3963170706523,90.32161416208005,89.00342941203361,92.77617824202443,91.66444344353197,90.43526078550182,88.33286517779881,89.02292030951128,89.09723344551404,91.52288690413872,86.75642363957174,87.76527964328591,90.13458047411211,88.91422676425525,87.70908943482051,86.51897875537871,85.76111330860668,86.48509858431788
359,97.28959081415289,92.30914134260688,91.127374666138,89.89498334628782,90.57338770113793,95.670166531735,93.15725466810717,91.80606563841027,91.65685578489054,88.16336529606332,94.21163868586522,92.83857226958489,90.5456468708059,90.42369494121641,90.34899203264418,89.03080728259773,92.80355611258854,91.69182131409606,90.46263865606595,88.36024304836293,89.05029818007539,89.12461131607813,91.55026477470282,86.78380151013586,87.79265751385003,90.16195834467624,88.94160463481934,87.73646730538462,86.54635662594283,85.78849117917079,86.51247645488199
360,97.31669490601136,92.33624543446534,91.15447875799647,89.92208743814629,90.6004917929964,95.69727062359347,93.18435875996565,91.83316973026874,91.68395987674903,88.19046938792178,94.23874277772369,92.86567636144338,90.57275096266437,90.45079903307486,90.37609612450264,89.0579113744562,92.83066020444704,91.71892540595452,90.48974274792438,88.3873471402214,89.07740227193386,89.15171540793659,91.57736886656127,86.8109056019943,87.81976160570848,90.18906243653471,88.96870872667782,87.76357139724307,86.57346071780132,85.81559527102927,86.53958054674044
361,97.34352795695125,92.36307848540523,91.18131180893636,89.94892048908618,90.62732484393626,95.72410367453337,93.21119181090552,91.86000278120865,91.7107929276889,88.21730243886165,94.26557582866357,92.89250941238326,90.59958401360429,90.47763208401479,90.40292917544251,89.08474442539608,92.85749325538691,91.74575845689446,90.51657579886428,88.41418019116126,89.10423532287375,89.17854845887649,91.60420191750121,86.8377386529342,87.84659465664836,90.21589548747457,88.99554177761772,87.79040444818295,86.60029376874118,85.84242832196914,86.56641359768032
362,97.37009267738173,92.38964320583572,91.20787652936686,89.97548520951666,90.65388956436674,95.75066839496385,93.23775653133602,91.88656750163912,91.73735764811941,88.24386715929212,94.29214054909406,92.91907413281375,90.62614873403476,90.50419680444526,90.42949389587302,89.11130914582654,92.8840579758174,91.77232317732494,90.54314051929481,88.44074491159178,89.1308000433042,89.20511317930696,91.63076663793169,86.86430337336468,87.87315937707885,90.2424602079051,89.02210649804817,87.81696916861345,86.62685848917167,85.86899304239962,86.59297831811081
363,97.39639175060792,92.4159422790619,91.23417560259304,90.00178428274286,90.6801886375929,95.77696746819004,93.2640556045622,91.9128665748653,91.76365672134558,88.2701662325183,94.31843962232026,92.94537320603995,90.65244780726096,90.53049587767146,90.45579296909919,89.13760821905274,92.9103570490436,91.79862225055112,90.569439592521,88.46704398481795,89.15709911653042,89.23141225253313,91.65706571115786,86.89060244659086,87.89945845030503,90.26875928113127,89.04840557127437,87.84326824183964,86.65315756239785,85.89529211562578,86.619277391337
364,97.42242783310184,92.44197836155581,91.26021168508694,90.02782036523678,90.70622472008682,95.80300355068395,93.29009168705613,91.93890265735924,91.7896928038395,88.2962023150122,94.34447570481417,92.97140928853388,90.67848388975487,90.55653196016536,90.48182905159312,89.16364430154667,92.93639313153753,91.82465833304505,90.5954756750149,88.49308006731188,89.18313519902432,89.25744833502706,91.68310179365179,86.91663852908479,87.92549453279895,90.2947953636252,89.07444165376829,87.86930432433356,86.67919364489177,85.92132819811974,86.64531347383091
365,97.44820355477081,92.4677540832248,91.28598740675594,90.05359608690574,90.7320004417558,95.82877927235292,93.3158674087251,91.96467837902823,91.81546852550849,88.32197803668119,94.37025142648315,92.99718501020284,90.70425961142385,90.58230768183435,90.50760477326207,89.18942002321566,92.96216885320649,91.85043405471403,90.6212513966839,88.51885578898083,89.20891092069333,89.28322405669604,91.70887751532078,86.94241425075374,87.95127025446793,90.32057108529418,89.1002173754373,87.89508004600253,86.70496936656076,85.94710391978872,86.67108919549989
366,97.4737215192231,92.49327204767711,91.31150537120824,90.07911405135805,90.75751840620808,95.85429723680521,93.34138537317737,91.9901963434805,91.8409864899608,88.34749600113346,94.39576939093543,93.02270297465513,90.72977757587617,90.60782564628664,90.53312273771438,89.21493798766791,92.98768681765878,91.87595201916632,90.6467693611362,88.54437375343316,89.23442888514558,89.30874202114836,91.73439547977307,86.96793221520606,87.9767882189202,90.34608904974647,89.12573533988957,87.92059801045484,86.73048733101305,85.97262188424097,86.69660715995218
367,97.49898430403087,92.51853483248487,91.33676815601602,90.10437683616583,90.78278119101584,95.87956002161299,93.36664815798515,92.01545912828827,91.86624927476855,88.37275878594123,94.42103217574319,93.0479657594629,90.7550403606839,90.63308843109444,90.55838552252216,89.24020077247569,93.01294960246655,91.90121480397409,90.67203214594396,88.56963653824091,89.25969166995337,89.33400480595608,91.75965826458084,86.9931950000138,88.00205100372801,90.37135183455426,89.15099812469735,87.9458607952626,86.75575011582082,85.99788466904877,86.72186994475993
368,97.52399446099056,92.54354498944457,91.3617783129757,90.12938699312552,90.80779134797554,95.90457017857267,93.39165831494483,92.04046928524795,91.89125943172824,88.39776894290091,94.44604233270287,93.07297591642256,90.7800505176436,90.65809858805409,90.58339567948188,89.2652109294354,93.03795975942623,91.92622496093377,90.69704230290364,88.59464669520064,89.28470182691306,89.3590149629158,91.78466842154052,87.01820515697351,88.02706116068767,90.39636199151393,89.17600828165705,87.97087095222231,86.78076027278051,86.02289482600843,86.74688010171965
369,97.54875451638065,92.56830504483466,91.38653836836579,90.15414704851561,90.83255140336564,95.92933023396276,93.41641837033492,92.06522934063804,91.91601948711832,88.422528998291,94.47080238809296,93.09773597181267,90.80481057303368,90.68285864344419,90.60815573487196,89.28997098482552,93.06271981481632,91.95098501632386,90.72180235829373,88.6194067505907,89.30946188230318,89.38377501830588,91.8094284769306,87.0429652123636,88.05182121607777,90.42112204690402,89.20076833704714,87.9956310076124,86.80552032817062,86.04765488139854,86.77164015710972
370,97.57326697121685,92.59281749967084,91.41105082320198,90.1786595033518,90.85706385820184,95.95384268879894,93.44093082517111,92.08974179547423,91.94053194195452,88.44704145312721,94.49531484292915,93.12224842664885,90.82932302786989,90.70737109828038,90.63266818970814,89.31448343966169,93.08723226965252,91.97549747116004,90.74631481312991,88.64391920542691,89.33397433713935,89.40828747314211,91.83394093176679,87.06747766719981,88.07633367091395,90.4456345017402,89.22528079188332,88.02014346244859,86.8300327830068,86.07216733623473,86.7961526119459
371,97.59753430150468,92.61708482995867,91.4353181534898,90.20292683363962,90.88133118848967,95.97811001908678,93.46519815545895,92.11400912576205,91.96479927224235,88.47130878341504,94.519582173217,93.14651575693667,90.8535903581577,90.73163842856822,90.65693551999597,89.33875076994953,93.11149959994033,91.99976480144788,90.77058214341774,88.66818653571471,89.3582416674272,89.43255480342992,91.85820826205463,87.09174499748764,88.10060100120184,90.46990183202803,89.24954812217115,88.04441079273641,86.85430011329463,86.09643466652257,86.82041994223374
372,97.62155895848963,92.64110948694362,91.45934281047475,90.22695149062457,90.90535584547463,96.00213467607173,93.48922281244391,92.13803378274702,91.98882392922728,88.49533344039999,94.54360683020197,93.17054041392164,90.87761501514264,90.75566308555317,90.68096017698093,89.36277542693448,93.13552425692531,92.0237894584328,90.7946068004027,88.69221119269967,89.38226632441214,89.45657946041489,91.88223291903957,87.1157696544726,88.12462565818677,90.49392648901299,89.2735727791561,88.06843544972136,86.87832477027959,86.12045932350752,86.84444459921873
373,97.64534336890473,92.66489389735872,91.48312722088986,90.25073590103968,90.92914025588972,96.02591908648685,93.513007222859,92.16181819316212,92.01260833964241,88.5191178508151,94.56739124061707,93.19432482433675,90.90139942555777,90.77944749596824,90.70474458739602,89.38655983734958,93.15930866734041,92.04757386884795,90.81839121081778,88.71599560311478,89.40605073482725,89.48036387082999,91.90601732945468,87.1395540648877,88.14841006860188,90.51771089942808,89.2973571895712,88.09221986013647,86.9021091806947,86.14424373392264,86.86822900963384
374,97.66888993521569,92.68844046366968,91.50667378720081,90.27428246735063,90.95268682220068,96.0494656527978,93.53655378916996,92.18536475947306,92.03615490595335,88.54266441712606,94.59093780692803,93.21787139064772,90.92494599186871,90.80299406227921,90.72829115370695,89.4101064036605,93.18285523365137,92.07112043515889,90.84193777712875,88.7395421694257,89.42959730113817,89.50391043714095,91.92956389576563,87.16310063119865,88.17195663491282,90.54125746573904,89.32090375588214,88.11576642644742,86.92565574700564,86.16779030023358,86.89177557594478
375,97.69220103586353,92.71175156431751,91.52998488784867,90.29759356799848,90.97599792284852,96.07277675344565,93.55986488981782,92.20867586012089,92.0594660066012,88.5659755177739,94.61424890757587,93.24118249129556,90.94825709251657,90.82630516292704,90.7516022543548,89.43341750430834,93.20616633429921,92.09443153580675,90.8652488777766,88.76285327007355,89.45290840178599,89.52722153778875,91.95287499641348,87.18641173184646,88.19526773556066,90.56456856638688,89.34421485652999,88.13907752709527,86.9489668476535,86.19110140088142,86.9150866765926
376,97.7152790255049,92.73482955395887,91.55306287749,90.32067155763986,90.99907591248987,96.09585474308702,93.58294287945918,92.23175384976228,92.08254399624253,88.58905350741526,94.63732689721724,93.26426048093694,90.97133508215794,90.84938315256841,90.77468024399616,89.4564954939497,93.22924432394059,92.11750952544811,90.88832686741797,88.78593125971491,89.47598639142737,89.55029952743011,91.97595298605485,87.20948972148781,88.218345725202,90.58764655602826,89.36729284617134,88.16215551673662,86.97204483729485,86.21417939052277,86.93816466623399
377,97.73812623524985,92.75767676370381,91.57591008723496,90.3435187673848,91.02192312223482,96.11870195283197,93.60579008920413,92.25460105950724,92.1053912059875,88.61190071716021,94.66017410696219,93.28710769068189,90.9941822919029,90.87223036231335,90.79752745374111,89.47934270369466,93.25209153368554,92.14035673519307,90.91117407716293,88.80877846945987,89.49883360117231,89.57314673717505,91.9988001957998,87.23233693123278,88.24119293494694,90.6104937657732,89.39014005591632,88.18500272648157,86.9948920470398,86.2370266002677,86.96101187597891
378,97.76074497289736,92.78029550135132,91.59852882488246,90.3661375050323,91.04454185988233,96.14132069047946,93.62840882685164,92.27721979715474,92.12800994363502,88.63451945480772,94.6827928446097,93.30972642832937,91.01680102955041,90.89484909996087,90.82014619138859,89.50196144134216,93.27471027133305,92.16297547284057,90.93379281481043,88.83139720710736,89.52145233881983,89.59576547482256,92.02141893344731,87.25495566888026,88.26381167259443,90.6331125034207,89.41275879356381,88.20762146412909,87.01751078468729,86.25964533791522,86.98363061362639
379,97.78313752316838,92.80268805162234,91.62092137515349,90.3885300553033,91.06693441015337,96.1637132407505,93.65080137712266,92.29961234742578,92.15040249390604,88.65691200507872,94.70518539488071,93.3321189786004,91.03919357982141,90.91724165023192,90.84253874165964,89.52435399161317,93.29710282160406,92.1853680231116,90.95618536508147,88.8537897573784,89.54384488909082,89.61815802509358,92.04381148371834,87.2773482191513,88.28620422286546,90.65550505369174,89.43515134383485,88.2300140144001,87.03990333495832,86.28203788818624,87.00602316389741
380,97.80530614793669,92.82485667639065,91.6430899999218,90.41069868007163,91.08910303492168,96.18588186551881,93.67297000189099,92.32178097219409,92.17257111867437,88.67908062984705,94.72735401964903,93.35428760336873,91.06136220458973,90.93941027500021,90.86470736642798,89.54652261638151,93.31927144637238,92.2075366478799,90.97835398984977,88.87595838214673,89.56601351385918,89.64032664986189,92.06598010848666,87.2995168439196,88.30837284763379,90.67767367846008,89.45731996860317,88.25218263916842,87.06207195972662,86.30420651295458,87.02819178866572
381,97.82725308645732,92.84680361491128,91.66503693844243,90.43264561859225,91.11104997344232,96.20782880403942,93.69491694041162,92.34372791071473,92.19451805719498,88.70102756836768,94.74930095816966,93.37623454188935,91.08330914311037,90.96135721352087,90.88665430494859,89.56846955490217,93.341218384893,92.22948358640055,91.0003009283704,88.89790532066733,89.58796045237983,89.66227358838253,92.0879270470073,87.32146378244026,88.33031978615442,90.6996206169807,89.47926690712382,88.27412957768907,87.08401889824727,86.3261534514752,87.05013872718638
382,97.84898055559275,92.86853108404672,91.68676440757785,90.45437308772767,91.13277744257775,96.22955627317486,93.71664440954702,92.36545537985015,92.21624552633044,88.72275503750312,94.77102842730508,93.39796201102477,91.1050366122458,90.98308468265627,90.90838177408405,89.59019702403756,93.36294585402842,92.25121105553596,91.02202839750585,88.91963278980282,89.60968792151523,89.684001057518,92.10965451614271,87.3431912515757,88.35204725528983,90.72134808611612,89.50099437625923,88.29585704682451,87.10574636738271,86.34788092061062,87.0718661963218
383,97.87049075003682,92.89004127849078,91.70827460202193,90.47588328217175,91.15428763702181,96.25106646761891,93.7381546039911,92.3869655742942,92.23775572077449,88.74426523194721,94.79253862174915,93.41947220546884,91.12654680668987,91.00459487710036,90.92989196852808,89.61170721848167,93.3844560484725,92.27272124998002,91.0435385919499,88.94114298424685,89.63119811595934,89.70551125196204,92.13116471058677,87.36470144601975,88.37355744973395,90.74285828056018,89.5225045707033,88.31736724126857,87.1272565618268,86.36939111505471,87.09337639076585
384,97.89178584253645,92.91133637099041,91.72956969452154,90.49717837467138,91.17558272952144,96.27236156011857,93.75944969649073,92.40826066679385,92.2590508132741,88.76556032444682,94.81383371424877,93.44076729796848,91.14784189918947,91.02588996959997,90.95118706102774,89.63300231098128,93.40575114097213,92.29401634247965,91.06483368444951,88.9624380767465,89.65249320845894,89.7268063444617,92.1524598030864,87.38599653851942,88.39485254223356,90.76415337305983,89.54379966320292,88.3386623337682,87.14855165432641,86.39068620755432,87.11467148326552
385,97.91286798411109,92.93241851256505,91.7506518360962,90.51826051624602,91.19666487109608,96.2934437016932,93.78053183806537,92.42934280836847,92.28013295484877,88.78664246602145,94.83491585582344,93.4618494395431,91.16892404076414,91.04697211117458,90.97226920260236,89.6540844525559,93.42683328254675,92.3150984840543,91.08591582602415,88.98352021832113,89.67357535003359,89.74788848603633,92.17354194466103,87.40707868009403,88.41593468380822,90.78523551463445,89.56488180477757,88.35974447534284,87.16963379590105,86.41176834912898,87.13575362484015
386,97.93373930426998,92.95328983272395,91.77152315625507,90.5391318364049,91.21753619125495,96.3143150218521,93.80140315822426,92.45021412852736,92.30100427500763,88.80751378618034,94.85578717598231,93.48272075970202,91.18979536092301,91.0678434313335,90.99314052276124,89.6749557727148,93.44770460270567,92.33596980421319,91.10678714618305,89.00439153848,89.69444667019246,89.7687598061952,92.19441326481991,87.42795000025293,88.4368060039671,90.80610683479333,89.58575312493645,88.38061579550173,87.19050511605994,86.43263966928785,87.15662494499907
387,97.95440191122728,92.97395243968124,91.79218576321239,90.5597944433622,91.23819879821224,96.3349776288094,93.82206576518156,92.47087673548467,92.32166688196494,88.82817639313764,94.87644978293962,93.50338336665932,91.21045796788033,91.08850603829079,91.01380312971855,89.69561837967208,93.46836720966297,92.35663241117051,91.12744975314034,89.02505414543731,89.71510927714975,89.78942241315251,92.21507587177723,87.44861260721021,88.4574686109244,90.82676944175063,89.60641573189373,88.40127840245901,87.21116772301724,86.45330227624518,87.17728755195635
388,97.97485789211501,92.99440842056896,91.8126417441001,90.58025042424994,91.25865477909996,96.35543360969712,93.8425217460693,92.4913327163724,92.34212286285268,88.84863237402536,94.89690576382733,93.52383934754704,91.23091394876806,91.10896201917853,91.03425911060627,89.71607436055983,93.4888231905507,92.37708839205823,91.14790573402809,89.04551012632503,89.73556525803748,89.80987839404023,92.23553185266498,87.46906858809793,88.47792459181211,90.84722542263837,89.62687171278147,88.42173438334672,87.23162370390497,86.47375825713289,87.19774353284407
389,97.99510931319386,93.0146598416478,91.83289316517896,90.60050184532878,91.27890620017881,96.37568503077597,93.86277316714813,92.51158413745125,92.36237428393152,88.86888379510418,94.91715718490617,93.54409076862586,91.2511653698469,91.12921344025739,91.05451053168512,89.73632578163867,93.50907461162953,92.39733981313707,91.16815715510694,89.0657615474039,89.75581667911632,89.83012981511908,92.25578327374382,87.48932000917678,88.49817601289095,90.86747684371723,89.64712313386033,88.44198580442558,87.2518751249838,86.49400967821171,87.21799495392291
390,98.01515822006192,93.03470874851587,91.852942072047,90.62055075219683,91.29895510704688,96.39573393764404,93.88282207401619,92.5316330443193,92.3824231907996,88.88893270197225,94.93720609177424,93.56413967549392,91.27121427671494,91.14926234712543,91.0745594385532,89.75637468850674,93.52912351849757,92.4173887200051,91.188206061975,89.08581045427195,89.7758655859844,89.85017872198712,92.27583218061187,87.50936891604482,88.51822491975902,90.88752575058528,89.66717204072839,88.46203471129365,87.27192403185185,86.51405858507978,87.23804386079095
391,98.0350066378613,93.05455716631526,91.8727904898464,90.6403991699962,91.31880352484626,96.41558235544342,93.90267049181557,92.55148146211869,92.40227160859897,88.90878111977165,94.95705450957364,93.58398809329331,91.29106269451432,91.16911076492482,91.09440785635256,89.7762231063061,93.54897193629697,92.43723713780449,91.20805447977436,89.10565887207133,89.79571400378377,89.87002713978653,92.29568059841125,87.52921733384424,88.53807333755839,90.90737416838465,89.68702045852775,88.48188312909303,87.29177244965125,86.53390700287913,87.25789227859036
392,98.05465657148268,93.07420709993664,91.89244042346778,90.6600491036176,91.33845345846764,96.4352322890648,93.92232042543698,92.57113139574007,92.42192154222036,88.92843105339304,94.97670444319502,93.60363802691472,91.31071262813572,91.1887606985462,91.11405778997397,89.79587303992749,93.56862186991837,92.45688707142588,91.22770441339573,89.12530880569271,89.81536393740515,89.8896770734079,92.31533053203263,87.54886726746561,88.5577232711798,90.92702410200606,89.70667039214915,88.5015330627144,87.31142238327264,86.55355693650057,87.27754221221173
393,98.07411000576785,93.09366053422181,91.91189385775294,90.67950253790276,91.35790689275281,96.45468572334995,93.94177385972215,92.59058483002526,92.44137497650551,88.94788448767818,94.99615787748019,93.62309146119988,91.33016606242089,91.2082141328314,91.13351122425912,89.8153264742127,93.58807530420353,92.47634050571108,91.24715784768092,89.14476223997787,89.83481737169036,89.90913050769306,92.33478396631783,87.56832070175078,88.57717670546495,90.94647753629121,89.72612382643435,88.52098649699958,87.3308758175578,86.57301037078572,87.29699564649692
