iteration,r1c1,r1c2,r1c3,r1c5,r1c6,r1c7,r1c9,r1c10,r2c3,r2c5,r2c7,r2c9,r2c10,r3c1,r3c2,r3c3,r3c4,r3c5,r3c7,r3c8,r3c9,r3c10,r4c1,r4c5,r4c9,r4c10,r5c1,r5c2,r5c3,r5c5,r5c6,r5c7,r5c9,r5c10,r6c1,r6c3,r6c7,r6c9,r7c1,r7c3,r7c4,r7c5,r7c7,r7c8,r7c9,r7c10,r8c1,r8c3,r8c5,r8c7,r8c10,r9c1,r9c2,r9c3,r9c5,r9c6,r9c7,r9c8,r9c10,r10c1,r10c3,r10c4,r10c5,r10c7,r10c8,r10c9,r10c10
44,21.303598938787374,22.35243257246554,23.4145090550733,31.698794239083327,30.53342242998233,29.24250696041881,31.28962039249256,30.000604674180146,24.622755154611994,29.348883776615747,28.10776217474255,28.946220656422096,28.875320207518662,26.714798508171036,25.611571284249145,25.71349732639752,26.95435426677487,28.074535821289917,26.952087910517474,26.658046197465815,27.763382378460605,28.360359897900597,27.969858771752314,26.95435426677487,27.516552388546298,29.555310444855536,29.10286235284493,30.53342242998233,31.698794239083327,25.71349732639752,24.622755154611994,24.301994967784843,29.432366708304933,30.94476745515281,27.969858771752314,29.348883776615747,25.339383136081306,28.313445646835053,26.8509824173573,28.074535850143203,26.954354364076266,27.202592848828807,26.428814518280962,25.846519555084612,26.93439490121071,25.802832342933005,25.74605713970209,26.954354364076032,28.31844951576852,27.604789315903844,25.456890943426995,24.65137696607949,24.622758769708415,25.713498533904165,27.60860358556842,28.789327969270428,29.92331650268617,29.023454825630804,26.54880325176895,22.389341409250015,24.697750333685537,25.29037221240183,26.374353132006092,31.32585434944889,30.047916796590897,28.912374643550404,27.654502331680888
45,21.871239187272607,22.92007282096623,23.982149303579046,32.266434487591496,31.101062678490496,29.81014720892698,31.8491116324547,30.56009591414229,25.19039540312001,29.916524025123913,28.675402423250723,29.50571189638424,29.43481144748081,27.28243875667743,26.17921153275279,26.28113757490564,27.52199451528304,28.642176069798087,27.518750919086447,27.21689199083903,28.322228963327575,28.914056357685343,28.537499020260146,27.52199451528304,28.070185031915376,30.108370244987807,29.670502601352965,31.101062678490496,32.266434487591496,26.281137574905642,25.19039540312001,24.862341705893684,29.98542562998378,31.497763536581854,28.537499020260146,29.916524025123913,25.89881895942262,28.866496671050847,27.41862266586458,28.642176082287403,27.521994557400514,27.73974979056627,26.988251211459037,26.399651633665634,27.487534790197106,26.35675336710852,26.313697388207995,27.521994557400472,28.854520463493998,28.16501495467641,26.017116582199556,25.21901669248706,25.190397075254367,26.28113812940586,28.165735213791862,29.349553608042992,30.483542141458745,29.58368046440337,27.109028890541516,22.95698015616646,25.263914970914747,25.84598137860439,26.93082184886657,31.886079988221457,30.60814243536347,29.47260028232297,28.214727970453453
46,22.433203033285228,23.48203666698592,24.544113149601028,32.82839833361459,31.663026524513583,30.372111054950068,32.40300796001722,31.11399224170481,25.752359249143026,30.478487871147003,29.237366269273814,30.05960822394676,29.988707775043334,27.84440260269963,26.74117537877358,26.843101420928708,28.083958361306124,29.204139915821173,28.079747367297195,27.770149953141566,28.875487708440232,29.46222148081062,29.09946286628306,28.083958361306124,28.61828703876817,30.655905693386245,30.23246644737598,31.663026524513583,32.82839833361459,26.843101420928708,25.75235924914303,25.417085589655073,30.532960209566482,32.045235965348226,29.09946286628306,30.478487871147003,26.452661113441238,29.41402343981522,27.98058651188722,29.204139921227245,28.083958379536924,28.27369289753596,27.542094225771056,26.947258577301902,28.035149458548915,26.90514067881761,26.87566123422993,28.083958379536917,29.387423222518702,28.719638337061255,26.571739964584392,25.78098029446713,25.75236001938981,26.84310167472254,28.71759534649375,29.90417699042784,31.038165523843585,30.13830384678822,27.663652272926356,23.51894329137071,25.82454113709184,26.396715217265996,27.482165808842783,32.4407033706063,31.162765817748312,30.027223664707815,28.769351352838292
47,22.989547240843326,24.038380874547222,25.100457357163386,33.38474254117744,32.21937073207644,30.928455262512927,32.95136532430412,31.662349605991707,26.308703456705853,31.03483207870987,29.79371047683667,30.60796558823366,30.53706513933023,28.40074681026203,27.297519586335277,27.399445628491552,28.640302568868986,29.760484123384032,28.6351339199883,28.317875955806695,29.423214485327104,30.00491051889774,29.655807073845825,28.640302568868986,29.16091365304457,31.197971965039084,30.788810654938803,32.21937073207644,33.38474254117744,27.399445628491552,26.308703456705853,25.966282640886472,31.075025621935552,32.587239908770506,29.655807073845825,31.03483207870987,27.000965527272044,29.95608112706007,28.536930719449852,29.760484125724084,28.64030257676029,28.80424666866503,28.090399490456736,27.489395569476518,28.577294090689488,27.448049554867538,27.432005441792207,28.640302576760288,29.916976728393752,29.26871548562225,27.120817113145385,26.337324388581944,26.308703810219434,27.39944574431036,29.264197490523635,30.453254138988832,31.58724267240458,30.687380995349216,28.21272942148735,24.07528716490937,26.379640905461677,26.942424933622153,28.02834473600782,32.9897805191673,31.711842966309312,30.576300813268812,29.31842850139929
48,23.54032800632838,24.589161640033755,25.651238122650387,33.93552330666466,32.77015149756367,31.47923602800015,33.49423911494815,32.20522339663574,26.859484222193068,31.58561284419708,30.3444912423239,31.15083937887769,31.079938929974258,28.951527575749026,27.848300351821916,27.95022639397878,29.191083334356215,30.311264888871264,29.18496667535835,28.860125311628792,29.9654646068768,30.542178171729212,30.206587839333004,29.191083334356215,29.698119566929957,31.734623683936526,31.339591420426014,32.77015149756367,33.93552330666466,27.95022639397878,26.859484222193068,26.509988321261098,31.611676490976603,33.123829983253394,30.206587839333004,31.58561284419708,27.5437875708416,30.492724355730854,29.087711484936964,30.311264889884168,29.191083337772014,29.33125594418496,28.633222375546215,28.026117242582426,29.114023319941634,27.985534719959354,27.98278620727914,29.191083337772014,30.443021540647532,29.812301862697637,27.664403490220767,26.888105101580763,26.859484383917255,27.950226446692596,29.80556410305491,30.996840516064218,32.13082904947998,31.230967372424605,28.75631579856273,24.626067774408956,26.929245547563102,27.483049167775384,28.56935060978809,33.53336689624268,32.2554293433847,31.1198871903442,29.862014878474678
49,24.085600964159756,25.134434597865795,26.19651108048264,34.480796264497016,33.31542445539602,32.02450898583251,34.03168416768574,32.74266844937333,27.40475718002542,32.13088580202943,30.889764200156254,31.68828443161528,31.617383982711853,29.49680053358126,28.39357330965397,28.495499351811134,29.736356292188574,30.856537846703606,29.729301170632255,29.39695278034893,30.50229283292358,31.074078592759722,30.75186079716534,29.736356292188574,30.229958926365214,32.26591492857247,31.884864378258357,33.31542445539602,34.480796264497016,28.495499351811137,27.40475718002542,27.04825753790851,32.142966895080114,33.655060259788485,30.75186079716534,32.13088580202943,28.081182060459238,31.02400720328818,29.63298444276926,30.85653784714205,29.736356293667118,29.854584649106588,29.170617697451267,28.557477683425095,29.645391234030473,28.517650352201606,28.528059165111348,29.736356293667118,30.965418244869593,30.350452376002277,28.202554003525396,27.433378035229385,27.404757253796152,28.495499375745812,30.34172253161599,31.534991029368857,32.66897956278461,31.76911788572924,29.294466311867367,25.171340659784935,27.473396522599046,28.018569418171694,29.10519434759827,34.07151740954731,32.79357985668933,31.658037703648834,30.400165391779307
50,24.62542119241334,25.67425482611968,26.736331308736627,35.020616492751046,33.85524468365005,32.56432921408654,34.56375476989596,33.274739051583545,27.944577408279454,32.67070603028346,31.429584428410287,32.22035503382549,32.14945458492207,30.036620761835238,28.933393537907843,29.03531958006517,30.276176520442597,31.396358074957636,30.26819238767089,29.928412574184566,31.03375337577706,31.600665394572044,31.291681025419354,30.276176520442597,30.75648533650177,32.79189923739132,32.42468460651239,33.85524468365005,35.020616492751046,29.03531958006517,27.944577408279457,27.581144648959175,32.66895037258817,34.18098426940021,31.291681025419354,32.67070603028346,28.613203264352332,31.54998320715451,30.172804671023265,31.39635807514742,30.276176521082593,30.374114403271314,29.70263972450056,29.083530438670305,30.171451380531284,29.04445008856911,29.067879393365303,30.276176521082593,31.484045660828254,30.883221384173865,28.735323011696988,27.973198252381714,27.94457744184232,29.03531959090901,30.87270354191445,32.067760037540445,33.20174857095619,32.30188689390083,29.82723532003895,25.711160854539095,28.012140133726984,28.548990668095826,29.63589685785109,34.604286417718896,33.32634886486091,32.19080671182042,30.932934399950895
51,25.15984321838463,26.208676852091106,27.270753334708104,35.55503851872253,34.38966670962154,33.09875124005803,35.090504666084065,33.80148894777166,28.478999434250948,33.20512805625496,31.964006454381778,32.74710493001361,32.67620448111018,30.571042787806697,29.46781556387926,29.569741606036654,30.81059854641408,31.930780100929127,30.801694758524636,30.454558363303974,31.559899905696696,32.12199165427849,31.82610305139085,30.81059854641408,31.277751867102083,33.31262961418039,32.95910663248387,34.38966670962154,35.55503851872253,29.569741606036654,28.478999434250948,28.108703469033674,33.18967992718695,34.70165500853733,31.82610305139085,33.20512805625496,29.139904908146207,32.07070537010643,30.707226696994738,31.930780101011273,30.81059854669111,30.889742964887017,30.229342182419618,29.604328520237498,30.69225677226308,29.565987030307124,29.602301419336754,30.81059854669111,31.99879913994937,31.41066270226373,29.262764329786854,28.5076202732735,28.478999449484714,29.569741610939797,31.398540259081287,32.595201355630316,33.729189889046054,32.82932821199069,30.354676638128822,26.245582865085062,28.545525065380396,29.074330463701042,30.16148507026499,35.131727735808774,33.85379018295078,32.718248029910285,31.46037571804077
52,25.688921024096313,26.73775465780286,27.799831140419872,36.084116324434305,34.918744515333316,33.6278290457698,35.611987063310295,34.32297134499789,29.00807723996272,33.73420586196673,32.49308426009355,33.268587327239835,33.19768687833642,31.10012059351846,29.996893369590996,30.098819411748426,31.33967635212586,32.459857906640906,31.329862170931403,30.97544328124597,32.08078555631145,32.638109918868416,32.35518085710262,31.33967635212586,31.79381105788635,33.82815853340853,33.48818443819565,34.918744515333316,36.084116324434305,30.098819411748423,29.00807723996272,28.630987274676976,33.70520803324521,35.21712494441062,32.35518085710262,33.73420586196673,29.661340180289287,32.58622616561315,31.236304502706513,32.45985790667647,31.33967635224577,31.401382728486134,30.750778259755933,30.119924410639385,31.20785989262821,30.082313748281667,30.131379225048512,31.33967635224577,32.50958895801276,31.932829607172692,29.784931234695826,29.036698076667772,29.008077246862292,30.09881941396139,31.919267610470435,33.11736826053929,34.25135679395503,33.351495116899656,30.876843543037797,26.774660663719455,29.073601053243383,29.59461360746268,30.681989623055017,35.653894640717745,34.37595708785975,33.240414934819256,31.98254262294974
53,26.212708051750937,27.26154168545751,28.323618168074525,36.60790335208897,35.44253154298797,34.151616073424464,36.12825463656427,34.83923891825186,29.531864267617376,34.257992889621384,33.01687128774821,33.784854900493805,33.71395445159038,31.62390762117311,30.52068039724564,30.622606439403086,31.863463379780516,32.98364493429556,31.85274797375965,31.491119930285368,32.59646292998528,33.14907221050237,32.87896788475728,31.863463379780516,32.30471492382567,34.338537945511405,34.01197146585031,35.44253154298797,36.60790335208897,30.622606439403086,29.53186426761737,29.148048809738448,34.21558664109967,35.727446020277306,32.87896788475728,34.257992889621384,30.177561737423982,33.09659754312162,31.76009153036116,32.98364493431095,31.86346337983242,31.908959303738566,31.26700061324991,30.630370068268142,31.7183127008988,30.593482288276316,30.655166252703165,31.86346337983242,33.016338838302815,32.44977484303258,30.30187647055571,29.560485103267897,29.531864270736158,30.622606440400194,32.43492194187283,33.634313496399166,34.76830202981491,33.86844035275955,31.39378877889768,27.298447688137326,29.596418227267325,30.109869275737182,31.197443667313838,36.17083987657763,34.89290232371964,33.75736017067914,32.49948785880962
54,26.73125720912903,27.78009084283561,28.842167325452632,37.12645250946708,35.96108070036608,34.670165230802574,36.6393595340857,35.35034381577329,30.050413424995487,34.776542046999495,33.53542044512633,34.29595979801524,34.22505934911181,32.14245677855123,31.039229554623745,31.141155596781196,32.38201253715863,33.50219409167367,32.37040498239704,32.001640386744846,33.10698410312908,33.65493003175332,33.39751704213539,32.38201253715863,32.81051496038245,34.843819282124,34.53052062322842,35.96108070036608,37.12645250946708,31.141155596781193,30.050413424995487,29.65994029069802,34.720867182287414,36.232669660672705,33.39751704213539,34.776542046999495,30.688621709703877,33.60187093328902,32.278640687739276,33.50219409168034,32.3820125371811,32.41241020560936,31.778061373152088,31.13571693262894,32.22366663745023,31.09954417623622,31.17371541008126,32.3820125371811,33.518984603251354,32.961550626533864,30.813652254056993,30.07903426016731,30.050413426402717,31.141155597229776,32.94554075720419,34.146089279900444,35.2800778133162,34.38021613626083,31.905564562398958,27.816996844039366,30.1140267635944,30.620129501108522,31.70788215932533,36.68261566007891,35.404678107220924,34.26913595418043,33.01126364231091
55,27.24462087493335,28.293454508639936,29.355530991256963,37.639816175271406,36.47444436617042,35.18352889660691,37.14535338263192,35.856337664319504,30.563777090799814,35.28990571280383,34.048784110930654,34.80195364656145,34.73105319765803,32.655820444355555,31.552593220428076,31.654519262585527,32.895376202962964,34.015557757478,32.8828854840851,32.507056206253715,33.612400631459394,34.15573437079557,33.91088070793972,32.895376202962964,33.31126214869844,35.34405346126093,35.04388428903275,36.47444436617042,37.639816175271406,31.654519262585527,30.56377709079981,30.16671341193913,35.221100574726265,36.73284677658966,33.91088070793972,35.28990571280383,31.194571706057822,34.10209725316286,32.79200435354361,34.015557757480885,32.895376202972685,32.91168365731133,32.28401214848714,31.636015929521115,32.723972628942555,31.60055042345961,31.6870790758856,32.895376202972685,34.017472951093616,33.46820865220013,31.32031027972326,30.592397925754792,30.56377709143372,31.654519262787048,33.45116251917624,34.65274730556672,35.786735838982466,34.8868741619271,32.412222588065234,28.33036050917231,30.626476703211573,31.125428311405148,32.213341434088676,37.18927368574518,35.91133613288719,34.7757939798467,33.51792166797718
56,27.75285090407963,28.801684537786223,29.863761020403246,38.148046204417696,36.9826743953167,35.69175892575319,37.64628729269267,36.357271574380256,31.072007119946104,35.79813574195012,34.557014140076944,35.3028875566222,35.23198710771878,33.164050473501845,32.06082324957437,32.16274929173182,33.40360623210925,34.52378778662429,33.39024124320063,33.00741842895408,34.11276355520455,34.6515357065419,34.41911073708601,33.40360623210925,33.80700696073104,35.839290892444986,35.552114318179036,36.9826743953167,38.148046204417696,32.16274929173182,31.072007119946104,30.668419350968954,35.716337227843276,37.228027770606225,34.41911073708601,35.79813574195012,31.69546281940127,34.59732691130945,33.300234382689894,34.52378778662555,33.403606232113454,33.406737503434265,32.784904032265324,32.13131747616769,33.21928109345008,32.09655153173761,32.195309105031896,33.403606232113454,34.51176034873841,33.96980009760974,31.821901725132868,31.10062795480306,31.07200712023122,32.16274929182222,33.95182649014189,35.15433875097633,36.288327284392075,35.388465607336705,32.91381403347485,28.838590538013914,31.1338178525744,31.625801221456452,32.71385891999148,37.69086513115478,36.412927578296795,35.277385425256305,34.019513113386786
57,28.255998632934457,29.304832266641043,30.366908749258073,38.651193933272516,37.48582212417152,36.194906654608005,38.14221186365281,36.853196145340405,31.575154848800935,36.30128347080494,35.060161868931765,35.79881212758235,35.72791167867893,33.66719820235667,32.5639709784292,32.66589702058664,33.90675396096407,35.02693551547912,33.89252350648426,33.502777584654915,34.60812340425889,35.142384013729334,34.922258465940835,33.90675396096407,34.29779936433816,36.329581481784565,36.055262047033864,37.48582212417152,38.651193933272516,32.66589702058664,31.575154848800935,31.1651087735864,36.20662704765215,37.718262541962204,34.922258465940835,36.30128347080494,32.1913456317956,35.08760981289115,33.80338211154472,35.026935515479664,33.9067539609659,33.897538226020046,33.280787606641795,32.62167148629367,33.709641945539715,32.58759749844264,32.698456833886716,33.9067539609659,35.00181203156487,34.46637562856525,32.31847725608839,31.60377568361366,31.57515484892898,32.66589702062715,34.44757259837752,35.65091428193184,36.784902815347586,35.885041138292216,33.41038956443036,29.34173826673078,31.63609972745226,32.12128490648164,33.20947293419572,38.1874406621103,36.909503109252306,35.77396095621182,34.516088644342304
58,28.75411488450073,29.802948518207323,30.865025000824353,39.1493101848388,37.98393837573779,36.693022906174285,38.63317718890335,37.34416147059094,32.07327110036721,36.799399722371206,35.55827812049803,36.289777452832894,36.21887700392947,34.16531445392295,33.06208722999548,33.16401327215292,34.40487021253035,35.52505176704539,34.38978300821674,33.99318369793472,35.098530203285264,35.628328767954216,35.42037471750711,34.40487021253035,34.78368882831257,36.81497463700022,36.55337829860013,37.98393837573779,39.1493101848388,33.16401327215292,32.07327110036721,31.656831838998464,36.69201944177977,38.20360049158499,35.42037471750711,36.799399722371206,32.68227021955583,35.57299536469296,34.301498363111,35.525051767045625,34.40487021253115,34.384060055510986,33.771712948024295,33.1071273751536,34.195104601298695,33.073737821566034,33.19657308545299,34.40487021253115,35.48760110061473,34.95798540421121,32.810087031734355,32.10189193516001,32.07327110042464,33.164013272171054,34.938441322900324,36.142524057577795,37.27651259099355,36.37665091393818,33.90199934007632,29.839854518234713,32.133371519096166,32.611916975366384,33.70022252414206,38.67905043775625,37.401112884898275,36.26557073185778,35.00769841998826
59,29.247249973551344,30.296083607257938,31.35816008987496,39.64244527388941,38.47707346478841,37.186157995224896,39.11923286090139,37.830217142588985,32.566406189417826,37.292534811421824,36.05141320954865,36.77583312483093,36.7049326759275,34.65844954297356,33.55522231904608,33.65714836120353,34.89800530158096,36.018186856095994,34.882069975343434,34.47868629319301,35.584033476766656,36.10941895065689,35.91350980655771,34.89800530158096,35.26472432736561,37.295519272401286,37.04651338765075,38.47707346478841,39.64244527388941,33.65714836120353,32.566406189417826,32.14363820488543,37.17256332444286,38.68409052706525,35.91350980655771,37.292534811421824,33.1682861583073,36.05353248009879,34.79463345216161,36.018186856096094,34.89800530158131,34.866284168223046,34.257729632129895,33.587734064508986,34.67571798331207,33.55502150470531,33.68970817450361,34.89800530158131,35.969107708149586,35.44467908210071,33.29678070962385,32.59502702420165,32.566406189443555,33.65714836121165,35.42447359245254,36.6292177354673,37.76320626888303,36.863344591827676,34.38869301796582,30.332989607257204,32.625682072511275,33.097735800243065,34.1861473381884,39.16574411564575,37.887806562787766,36.752264409747276,35.49439209787775
60,29.735453711711454,30.78428734541804,31.846363828035074,40.13064901204952,38.96527720294852,37.67436173338501,39.60042797617945,38.31141225786703,33.05460992757793,37.78073854958193,36.53961694770875,37.25702824010899,37.186127791205564,35.14665328113366,34.04342605720619,34.145352099363635,35.38620903974106,36.50639059425611,35.36943413254764,34.95933439965141,36.06468225400724,36.58570305405675,36.40171354471782,35.38620903974106,35.74095434706157,37.77126381381261,37.53471712581085,38.96527720294852,40.13064901204952,34.145352099363635,33.05460992757793,32.62557703241541,37.64830712137466,39.15978106758287,36.40171354471782,37.78073854958193,33.649442527991724,36.529269584018316,35.282837190321715,36.506390594256146,35.38620903974121,35.34419796236511,34.73888673899102,34.06353998755594,35.15153052559045,34.03149706200175,34.17791191266372,35.38620903974121,36.44631832316136,35.92650582321131,33.778607450734455,33.08323076235773,33.05460992758945,34.145352099367265,35.90571069607757,37.111044476577895,38.24503300999364,37.34517133293827,34.870519759076416,30.82119334540463,33.113079871482306,33.578780380293345,34.66728751592713,39.64757085675635,38.36963330389836,37.23409115085787,35.976218838988366
61,30.218775412489954,31.26760904619655,32.32968552881358,40.61397071282802,39.448598903727024,38.157683434163516,40.07681114030473,38.787795421992314,33.53793162835643,38.26406025036044,37.02293864848727,37.73341140423427,37.66251095533083,35.629974981912156,34.526747757984694,34.62867380014214,35.86953074051957,36.98971229503462,35.85192470727304,35.43517655630471,36.540525074083426,37.05722908603792,36.885035245496326,35.86953074051957,36.212426888702396,38.24225620345218,38.01803882658936,39.448598903727024,40.61397071282802,34.62867380014214,33.53793162835643,33.10269699120879,38.11929877470254,39.63072004878378,36.885035245496326,38.26406025036044,34.12578791782325,37.00025461776436,35.76615889110022,36.989712295034636,35.86953074051963,35.81779440515232,35.21523285791151,34.534593093803714,35.62259017844872,34.50321252302852,34.661233613442214,35.86953074051963,36.91922506912962,36.4035142969108,34.25561592443395,33.566552463134435,33.53793162836159,34.62867380014376,36.382194203519454,37.58805295027739,38.72204148369313,37.82217980663777,35.34752823277592,31.304515046177443,33.595613027624665,34.05509022791237,35.14368359301927,40.124579330455845,38.84664177759786,37.71109962455736,36.45322731268785
62,30.69726389626068,31.746097529967273,32.808174012584296,41.092459196598746,39.92708738749774,38.636171917934234,40.54843047278876,39.259414754476346,34.01642011212715,38.742548734131155,37.50142713225799,38.20503073671829,38.13413028781487,36.10846346568289,35.005236241755405,35.107162283912864,36.3480192242903,37.46820077880533,36.32959043469612,35.90626081682241,37.01160999074546,37.52404457498614,37.36352372926705,36.3480192242903,36.67918947416394,38.708543904760056,38.49652731036008,39.92708738749774,41.092459196598746,35.107162283912864,34.01642011212715,33.575046264252975,38.58558574777696,40.09695492760811,37.36352372926705,38.742548734131155,34.597370431194925,37.46653504388176,36.244647374870944,37.46820077880534,36.34801922429032,36.28707144417218,35.686816092373164,35.000940853904524,36.08894441333577,34.97021543763017,35.13972209721293,36.34801922429032,37.38782512700916,36.8757526858733,34.727854313396456,34.04504094690435,34.01642011212946,35.10716228391358,36.85396589417243,38.06029133923988,39.19427987265563,38.29441819560027,35.81976662173842,31.78300352994561,34.07332927201203,34.52670527079792,35.61537641745964,40.59681771941835,39.31888016656036,38.183338013519865,36.925465701650346
63,31.170967495193693,32.219801128900286,33.28187761151731,41.56616279553176,40.40079098643077,39.10987551686725,41.015333611947945,39.72631789363553,34.49012371106017,39.216252333064176,37.975130731191,38.671933875877485,38.601033426974055,36.5821670646159,35.478939840688426,35.58086588284588,36.82172282322331,37.94190437773835,36.80247956264866,36.37263475440125,37.477984577269936,37.9861965745774,37.837227328200065,36.82172282322331,37.14128915068368,39.170173907179105,38.970230909293086,40.40079098643077,41.56616279553176,35.58086588284588,34.49012371106017,34.04267255276801,39.047215029952156,40.55853268707007,37.837227328200065,39.216252333064176,35.064237690536146,37.928157850927946,36.71835097380395,37.941904377738354,36.82172282322332,36.75203147676904,36.153684064893156,35.46263026443503,36.5506402276163,35.43255288071357,35.61342569614595,36.82172282322332,37.85212019708737,37.34326869094617,35.19537031846933,34.518744545836995,34.490123711061194,35.5808658828462,37.3210676935804,38.527807344312755,39.661795877728515,38.761934200673146,36.28728262681128,32.25670712887748,34.546275948597746,34.99366576624603,36.08240707532207,41.06433372449123,39.78639617163324,38.650854018592746,37.392981706723226
64,31.639934058137374,32.68876769184397,33.750844174461,42.035129358475444,40.86975754937445,39.57884207981094,41.47756771971554,40.18855200140313,34.959090274003856,39.68521889600786,38.44409729413468,39.13416798364508,39.063267534741655,37.05113362755959,35.94790640363211,36.04983244578956,37.290689386166996,38.41087094068204,37.270639856491215,36.83434546656924,37.939695931263856,38.443731668518744,38.306193891143735,37.290689386166996,37.59877249560084,39.62719273088791,39.439197472236785,40.86975754937445,42.035129358475444,36.04983244578956,34.959090274003856,34.50562308102362,39.50423314131904,41.01549984099017,38.306193891143735,39.68521889600786,35.52643684212154,38.385169558205845,37.187317536747635,38.410870940682045,37.290689386167,37.21268087179245,36.615883921832854,35.91970785263025,37.00772414930465,35.890271456991215,36.08239225908963,37.290689386167,38.31211601395779,37.806109535968325,35.658211163491465,34.987711108780516,34.95909027400431,36.049832445789704,37.78354161666424,38.99064818933491,40.12463672275066,39.224775045695296,36.75012347183343,32.725673691820646,35.01450000898373,35.4560122253718,36.54481682463092,41.52717456951337,40.24923701665539,39.113694863614896,37.85582255174537
65,32.104210955451634,33.15304458915823,34.21512107177525,42.49940625578969,41.33403444668869,40.04311897712518,41.93517948640546,40.64616376809305,35.4233671713181,40.14949579332211,38.908374191448935,39.59177975033499,39.52087930143158,37.51541052487382,36.41218330094635,36.51410934310381,37.75496628348124,38.87514783799629,37.73411860393766,37.291439579941695,38.39679067942061,38.896695975241705,38.770470788458,37.75496628348124,38.05168562104893,40.07964643148661,39.90347436955103,41.33403444668869,42.49940625578969,36.51410934310381,35.4233671713181,34.96394460110799,39.95668613739108,41.46790243868014,38.770470788458,40.14949579332211,35.98401456083169,38.83761622044944,37.65159443406188,38.87514783799628,37.75496628348125,37.66902953859256,37.07346233815877,36.37221968107008,37.46024224175155,36.34341730567708,36.54666915640388,37.75496628348125,38.76782190941178,38.26432197254026,36.11642360006339,35.45198800609469,35.423367171318304,36.514109343103875,38.241429716973535,39.44886062590684,40.58284915932258,39.68298748226722,37.20833590840536,33.18995058913466,35.478048008266654,35.91378534573131,37.00264703634836,41.9853870060853,40.707449453227305,39.57190730018682,38.3140349883173
66,32.56384508379275,33.61267871749933,34.67475520011635,42.959040384130795,41.79366857502979,40.50275310546628,42.388215135428474,41.09919941711607,35.883001299659206,40.60912992166321,39.368008319790036,40.044815399358015,39.973914950454585,37.97504465321494,36.871817429287454,36.97374347144492,38.214600411822346,39.33478196633739,38.19296261983162,37.74396325492958,38.84931498222847,39.34513515254897,39.2301049167991,38.214600411822346,38.50007417860174,40.527580604635695,40.36310849789213,41.79366857502979,42.959040384130795,36.97374347144492,35.883001299659206,35.41768339764888,40.404619613743016,41.91578606958118,39.2301049167991,40.60912992166321,36.43701705486642,39.28554343246273,38.11122856240299,39.33478196633739,38.214600411822346,38.121090538639436,37.52646552215554,36.820211352319106,37.90824010828393,36.79203610513553,37.00630328474498,38.214600411822346,39.21925041855518,38.71795228474645,36.5700539122696,35.91162213443577,35.8830012996593,36.97374347144495,38.694774041348474,39.90249093811303,41.036479471528786,40.13661779447342,37.661966220611575,33.64958471747566,35.93696610178407,36.36702595124271,37.455939141668935,42.4390173182915,41.16107976543351,40.02553761239302,38.76766530052351
67,33.01888287085043,34.06771650455702,35.12979298717405,43.414078171188486,42.248706362087496,40.95779089252398,42.83672042796127,41.547704709648855,36.338039086716904,41.06416770872091,39.82304610684773,40.4933206918908,40.42242024298738,38.43008244027263,37.32685521634515,37.42878125850261,38.669638198880044,39.78981975339508,38.64721825087507,38.191962190401014,39.29731453863193,39.789094402214445,39.68514270385679,38.669638198880044,38.943983363872654,40.9710403906488,40.818146284949826,42.248706362087496,43.414078171188486,37.42878125850261,36.338039086716904,35.86688529248771,40.84807871060369,42.35919586785577,39.68514270385679,41.06416770872091,36.88549007041075,39.72899633371209,38.56626634946068,39.78981975339508,38.669638198880044,38.56887973559142,37.97493922009218,37.26372801352006,38.3517628967985,37.23617307748398,37.46134107180268,38.669638198880044,39.66641692491451,39.167046293830595,37.01914792135375,36.366659921493444,36.33803908671694,37.428781258502624,39.14361658944772,40.35158494719718,41.485573480612935,40.585711803557565,38.11106022969572,34.10462250453331,36.39130004263405,36.81577493854786,37.904734584946254,42.88811132737565,41.61017377451766,40.474631621477165,39.21675930960765
68,33.46937028003755,34.518203913744145,35.580280396361175,43.864565580375604,42.69919377127461,41.4082783017111,43.28074066756872,41.99172494925631,36.788526495904016,41.51465511790802,40.27353351603485,40.93734093149826,40.86644048259483,38.88056984945975,37.77734262553227,37.87926866768973,39.120125608067156,40.240307162582205,39.09693138030974,38.63548162829589,39.74083459064644,40.22861847453764,40.13563011304391,39.120125608067156,39.38345792106818,41.41007047903939,41.268633694136945,42.69919377127461,43.864565580375604,37.87926866768973,36.788526495904016,36.31159564930657,41.28710811740265,42.79817651693372,40.13563011304391,41.51465511790802,37.329478896254344,40.168019612873124,39.016753758647795,40.240307162582205,39.120125608067156,39.01241548004497,38.41892872084144,37.70281436094138,38.790855304309375,37.675872993149355,37.9118284809898,39.120125608067156,40.10933934071116,39.611649362823904,37.46375099034706,36.817147330680555,36.78852649590404,37.879268667689736,39.58799927765639,40.79618801619049,41.93017654960624,41.03031487255087,38.55566329868902,34.55510991372041,36.8410951798711,37.26007322910991,38.34907478166851,43.33271439636895,42.05477684351096,40.91923469047047,39.66136237860096
