iteration,r1c1,r1c2,r1c3,r1c5,r1c6,r1c7,r1c9,r1c10,r2c3,r2c5,r2c7,r2c9,r2c10,r3c1,r3c2,r3c3,r3c4,r3c5,r3c7,r3c8,r3c9,r3c10,r4c1,r4c5,r4c9,r4c10,r5c1,r5c2,r5c3,r5c5,r5c6,r5c7,r5c9,r5c10,r6c1,r6c3,r6c7,r6c9,r7c1,r7c3,r7c4,r7c5,r7c7,r7c8,r7c9,r7c10,r8c1,r8c3,r8c5,r8c7,r8c10,r9c1,r9c2,r9c3,r9c5,r9c6,r9c7,r9c8,r9c10,r10c1,r10c3,r10c4,r10c5,r10c7,r10c8,r10c9,r10c10
10,-0.36826214126941326,0.0056020502641811465,0.6633152702264937,8.575735797444004,7.410363988448399,6.120043851631909,8.498512099334366,7.209516673645773,1.613317089472813,6.225825444780429,4.986711377708825,6.155132655983083,6.0842800710613085,3.6229109534114627,2.562964366520513,2.632586850431497,3.837372983315115,4.953279602332459,3.875077796327574,3.8983417735107047,5.000312521686772,5.810328079305129,4.854218054347456,3.837372983315115,4.969081460165233,7.03111966335483,5.98269212943508,7.410363988448399,8.575735797444004,2.6325868504314967,1.613317089472813,1.5571042454919146,6.908437909592865,8.42307053725364,4.854218054347456,6.225825444780429,2.578654335588679,5.790616537118958,3.746890695954592,5.144723766127008,5.475278307057826,6.488143957357347,3.6517922020135654,3.362084728935046,4.424843091713214,3.284985325851395,2.6715044241148487,4.0365550668850565,7.641589414899471,4.784416738544598,2.6688296278975185,1.6653126218748875,1.7886193027416937,2.826603526456347,6.531199970335199,5.968955282212567,7.102474585791915,6.202570618472279,3.7384656430647922,-0.42746769400383144,3.3153121277725366,4.374222939642233,5.381842019226892,8.504826993884905,7.226926129757167,6.091480957262599,4.836850629681758
11,-0.11847908016211237,0.47645489997169094,1.2939699495910448,9.374606630378999,8.209234821288433,6.918577046555865,9.285916431197851,7.996907460398821,2.3544455692573627,7.024696189642176,5.7844435832788195,6.942523442650213,6.871639065504847,4.406942355716451,3.3268124196729403,3.409543892836098,4.6327972957437,5.75112835824521,4.669043948559379,4.682119188331044,5.78602337896737,6.588900192875224,5.6494273412733795,4.6327972957437,5.7476130660737095,7.80909177673337,6.780143453611928,8.209234821288433,9.374606630378999,3.409543892836098,2.3544455692573627,2.306165945947742,7.6862819672360185,9.20103669536512,5.6494273412733795,7.024696189642176,3.3527929824413025,6.568024898747104,4.536425056842195,5.932233957511399,6.172715119024469,7.186517620777484,4.433631873091235,4.120168504966005,5.1942282328220735,4.043903409058008,3.446495307170777,4.823859126015832,8.341053865441943,5.572474386179028,3.439293055631024,2.407770764436002,2.5428166148962825,3.6038586730635713,7.2396541866026105,6.757013017825286,7.8908040433246445,6.990924969989832,4.521001896034782,0.23428899311215234,4.0224342179653085,5.0785150212768615,6.088560807433522,9.29326653839741,8.015343157231559,6.879838724305672,5.6234092291538875
12,0.303893422905481,1.0691622702705021,1.9899929509585423,10.165488754975243,9.000116945875275,7.709313020814073,10.06544537877677,8.776431919573161,3.1165389858391475,7.815578296809317,6.574832850361452,7.7220479018160475,7.651152796943217,5.189988177052066,4.099007204822672,4.189810414976264,5.422187524287459,6.541568021941505,5.457044468508977,5.459590115431704,6.5643094853183905,7.359918120785246,6.438460228832777,5.422187524287459,6.518558916446964,8.579334842167077,7.570300592032568,9.000116945875275,10.165488754975243,4.189810414976263,3.1165389858391475,3.0668125820988172,8.456469221246437,9.971223781466925,6.438460228832777,7.815578296809317,4.125289454011636,7.3380042480028544,5.322558615543272,6.711949340773656,6.863919549222612,7.8786787026704115,5.2102259512814575,4.8796221243783515,5.960118839296085,4.804665210399296,4.225254715838832,5.603453401300164,9.034305670360649,6.352866730776566,4.2116135266744905,3.169732433833152,3.307733758815812,4.379017281312565,7.941784714668381,7.537405379842525,8.671312959204444,7.771442952845529,5.2988984849047664,0.9533436660695198,4.727186893063133,5.777686133700169,6.789346622831596,10.073819458278017,8.795887643005667,7.660359847939918,6.40312897104377
13,0.856947415789523,1.737768546672725,2.721155243686281,10.948462058324594,9.783090249223696,8.492223062379596,10.837178592527847,9.548163626926323,3.8854045678573526,8.598551596708639,7.3575928168563145,8.49377960916837,8.422880949479111,5.968871044041158,4.872074062780126,4.967701109916393,6.20451500318659,7.324349810149648,6.238014441296398,6.229931955227643,7.3349932536237885,8.123331728000585,7.220493194198684,6.20451500318659,7.281890286946242,9.341900717024595,8.352907746442106,9.783090249223696,10.948462058324594,4.967701109916393,3.8854045678573517,3.8293810528030745,9.219008988202336,10.733714538661573,7.220493194198684,8.598551596708639,4.893306265309218,8.100448464331741,6.103127107113128,7.483949031182611,7.548969603261043,8.564687317863042,5.980365410265362,5.636579301349413,6.720443810561248,5.563025715692803,5.002066857246361,6.375347651350168,9.721395969242174,7.12554747638368,4.980627078326125,3.937670888016603,4.0731129710450835,5.148923446802439,8.637609910282213,8.310086128898739,9.444040995892307,8.544175848553435,6.070460045077811,1.6991901334776216,5.427441631153728,6.471144379755258,7.484029736914002,10.846566013983274,9.568630739945457,8.433094263152592,7.1755057177073205
14,1.495988277291124,2.449233125240734,3.4686738729885653,11.723605628640358,10.55823381953937,9.267339249429522,11.601194325008018,10.312178858346192,4.65372938348954,9.37369516634139,8.13264404314219,9.257794840588154,9.186894987831748,6.741884175380665,5.642016531311063,5.740433344623381,6.979379020269467,8.099410481113528,7.011540204206082,6.992841184005115,8.098046555100945,8.879159541064292,7.995160587633488,6.979379020269467,8.037631589824267,10.096857224013078,9.127865129836506,10.55823381953937,11.723605628640358,5.740433344623381,4.65372938348954,4.5892623385702835,9.973953450996486,11.488587824932898,7.995160587633488,9.37369516634139,5.655324045461393,8.855343914593934,6.877049777013758,8.248311809403164,8.227928337193216,9.244597642831087,6.743511127745737,6.388634199631692,7.474316080437919,6.316413124572383,5.774085906568378,7.1396064676639615,10.402373033226183,7.890538869070676,5.7439685172102,4.704704552986225,4.834423738134459,5.912256945236238,9.327167515518717,9.075077522268655,10.209052218842517,9.30918901363693,6.834951617349605,2.455074989737719,6.1222064914838255,7.158638138827431,8.17254928649377,11.611584761713697,10.333648135336144,9.198108210141013,7.94036126693258
15,2.185998314094304,3.18213786620461,4.221626464548416,12.490997763252958,11.32562595415196,10.03471953103978,12.357569850558418,11.068554216177969,5.417861626872647,10.14108730081876,8.899996206090334,10.014170198419922,9.943269948823755,7.5081733553682035,6.406691540101078,6.506690294136597,7.74665014705527,8.866766732379297,7.777487839601522,7.748235426072962,8.85350158552769,9.627454324938716,8.762310979181944,7.74665014705527,8.785838922022004,10.844275949916753,9.89516298142661,11.32562595415196,12.490997763252958,6.506690294136598,5.417861626872647,5.344072824489346,10.721366132284256,12.235920617192507,8.762310979181944,10.14108730081876,6.410614974175981,9.602729228278816,7.643823041254447,9.00511434625542,8.900851143886477,9.918459514337542,7.499389171714342,7.1346079072339075,8.2212320654546,7.063636118243308,6.539892432895436,7.89630503364477,11.077284192991769,8.647896053399268,6.500587447348508,5.467449738823103,5.589723400777724,6.668489710043557,10.01050170105609,9.832434706732467,10.966417518331902,10.066555205201691,7.592086543645826,3.2122308539331588,6.8110532861866115,7.840069386390897,8.854904227397622,12.368953188085182,11.091016009025582,9.955474748794146,8.697657677975618
16,2.9030808562247237,3.923591457430859,4.973919077227686,13.25071597651943,12.08534416741843,10.794432613664233,13.106381604249169,11.817365913977437,6.176035315076969,10.900805514058456,9.65969711738939,10.762981896219392,10.692081513790074,8.267321920163557,7.164998222391631,7.265877556647689,8.506315981161347,9.626469413312478,8.535843598525318,8.496123870100377,9.601416082498734,10.368281187470242,9.5219066551679,8.506315981161347,9.526578456397448,11.584230501138403,10.654833329566378,12.08534416741843,13.25071597651943,7.265877556647689,6.17603531507697,6.092638570232215,11.461317375696247,12.975788588960283,9.5219066551679,10.900805514058456,7.1588179888846035,10.342662363968335,8.40322725768048,9.754431725772506,9.567788461844854,10.586320836013659,8.247899385108097,7.873868161472358,8.960987707319067,7.804073928833634,7.298806550386819,8.645518958895957,11.746176241173451,9.39768609309192,7.250048857142499,6.224254947673668,6.338209083708487,7.417436684617965,10.687659785220548,10.582224746451894,11.716210926244946,10.816348978778086,8.341778016598562,3.9662419022266633,7.493809710648378,8.515417886604313,9.531119735001486,13.11874787547743,11.840810475171965,10.705268679409501,9.447420678985486
17,3.6322944438177363,4.666215017735638,5.722273512472155,14.002837007653236,12.837465198552238,11.546551423969705,13.847705234869776,12.558689525914325,6.92743001725021,11.652926545186965,10.411810659265171,11.504305508156278,11.433405081461066,9.01914976500594,7.916388608803081,8.017751631380527,9.258414339613429,10.378583721187203,9.28664489636634,9.23655406361887,10.34185776250525,11.101710586628544,10.273965514739814,9.258414339613429,10.25992116926292,12.316794649252595,11.40693009831864,12.837465198552238,14.002837007653236,8.017751631380527,6.92743001725021,6.834382561842216,12.193879403672756,13.708266452376314,10.273965514739814,11.652926545186965,7.899782274804766,11.075210509617158,9.15518906791371,10.496337765708416,10.228788217568097,11.248228403497366,8.989022372840266,8.606128160168227,9.693504859203216,8.537460420008337,8.05051968505953,9.387322680673224,12.40909566451156,10.139980900018198,7.992197862860276,6.974338727013195,7.07957525279171,8.159059946509917,11.358690151644945,11.324519553383471,12.458507116175893,11.558645326933476,9.084029225043018,4.714925815198424,8.170424359321984,9.18469957166883,10.201233774433646,13.861044594092416,12.583107103319179,11.447565094859277,10.189703464955146
18,4.364836593922537,5.405951195389603,6.464984938152739,14.747436828475706,13.582065019374706,12.291150283493625,14.58161562733449,13.292599912147027,7.6716904354689195,12.397526366008384,11.15640723831851,12.238215894388981,12.167315452896263,9.763598986681025,8.660611558427714,8.76223714018828,10.003004346423724,11.123180631807339,10.029950739176552,9.969589052500693,11.074898162834266,11.8278146287723,11.018533809786845,10.003004346423724,10.985939341659677,13.042041896315077,12.151517609171853,13.582065019374706,14.747436828475706,8.76223714018828,7.6716904354689195,7.569047006975525,12.919125066491166,14.433428079343303,11.018533809786845,12.397526366008384,8.633462609700834,11.800444168613021,9.899708123120847,11.230905296132452,10.883896962648397,11.904228411778634,9.722784775582255,9.331269224202256,10.418781993054269,9.26369201849294,8.794912639429445,10.121789401214363,13.066088703252245,10.874853854214912,8.727006323080404,7.717349074567833,7.8137313776886135,8.893384447824054,12.023641527090968,12.059392507581236,13.193380641672572,12.293518917696618,9.818882930802992,5.457231583203739,8.840901007039072,9.847947664541877,10.865290001366942,14.595918336564942,13.317980809116207,12.182438714610928,10.924571091438365
19,5.095750992345228,6.140646407704111,7.2012015021120765,15.484590651089949,14.319218841988949,13.028303690004167,15.308186915257586,14.019171197988202,8.408686521251964,13.13468018862242,11.893559657714016,12.964787180230156,12.893886733801684,10.500675621316946,9.397571486020059,9.499338272357653,10.740153920983309,11.860333194723514,10.765828972124307,10.695297977359875,11.8006099528021,12.54666574825059,11.755671640801902,10.740153920983309,11.704705481584758,13.760045181399397,12.888665189682564,14.319218841988949,15.484590651089949,9.499338272357651,8.408686521251964,8.29653539368506,13.637127006356891,15.151346566430075,11.755671640801902,13.13468018862242,9.359871138981912,12.51843499804638,10.63682098572911,11.958206305497942,11.53316050073306,12.554366665044055,10.449235598516877,10.049266644891027,11.136852944568338,9.982754474314742,9.531961536118741,10.848991295977346,13.717201376923867,11.60237853133923,9.45450253316589,8.453147775201508,8.540679295458997,9.620461672487528,12.682562622408327,12.786917184705763,13.920905553661942,13.021043857197586,10.546399124718176,6.192672320532065,9.505268810348616,10.505203318661911,11.523334618381021,15.323443337981868,14.045505795513906,12.909963666312999,11.652093410173748
20,5.822350651386011,6.869199578398179,7.930522667903358,16.21437293547805,15.04900112637705,13.758085794279348,16.02749249009534,14.738476772131207,9.13839584291515,13.864462473010478,12.623341334710675,13.684092754373161,13.613192306295808,11.230418403141467,10.127254246314994,10.229096359986134,11.46993436657572,12.59011493384393,11.494350816908433,11.413752082136519,12.519065855577718,13.25833607807254,12.485445815107367,11.46993436657572,12.416291742625063,14.47087679624805,13.618444307734025,15.04900112637705,16.21437293547805,10.229096359986134,9.138395842915147,9.01683491165244,14.3479573880961,15.862094263647737,12.485445815107367,13.864462473010478,10.079049079543784,13.229254718647843,11.36658249468947,12.678312023205827,12.17662417786004,13.198688679935637,11.168435518918052,10.760142327786546,11.847770609254106,10.694675975838706,10.261690604848965,11.568999670557885,14.362479489981489,12.322628147705426,10.174739608343643,9.181702416601434,9.260460145111002,10.340354062240763,13.335501991427998,13.507166801072001,14.64115526683007,13.741293581722108,11.266645007551809,6.921042157424944,10.163568346181012,11.156511274852827,12.175414852714646,16.043693087897722,14.765755539300075,13.630213395976988,12.372341984674195
21,6.543231495065789,7.591075469502299,8.65278200997265,16.93685739702227,15.77148558792127,14.480570177860635,16.739605009115937,15.450589290919783,9.860846694006216,14.58694693455469,13.345825533341957,14.396205273161737,14.325304824534143,11.952882677861224,10.84968771605841,10.951569746415197,12.192418032186385,13.312599159365845,12.215588524096304,12.125023069880584,13.230338189324241,13.962897214059831,13.207926163116605,12.192418032186385,13.120769723752165,15.174608342157446,14.340927163481883,15.77148558792127,16.93685739702227,10.951569746415197,9.860846694006216,9.729974715700868,15.051687756475028,16.565742791738693,13.207926163116605,14.58694693455469,10.791052648732766,13.932974685664385,12.08905641951355,13.39129296252982,12.81433302172531,13.837239728987111,11.880450699806454,11.463942503430989,12.55159674922799,11.399506465363304,10.984148075554154,12.281885057149475,15.00196863253034,13.035675344575091,10.887781288433075,9.903033052649912,9.973131526026663,11.05312834560967,13.98250796652284,14.220213997941672,15.354202503511614,14.454340823132325,11.97969056335722,7.642274661118474,10.815845248117194,11.801917795770859,12.821578263840154,16.756740339707576,15.478802788596193,14.343260639529104,13.085388721844149
22,7.257691607868848,8.306036294859794,9.367932472120943,17.652117013951045,16.486745204850045,15.1958297610427,17.44459640292336,16.155580684649763,10.576090884574066,15.302206551483465,14.06108503646733,15.101196666891717,15.03029621808036,12.668131990186396,11.564921248645655,11.666824309093336,12.907677304590653,14.027858674130986,12.929614370210542,12.829182413781155,13.934498684454196,14.660420111923722,13.923183693774739,12.907677304590653,13.818210375622826,15.871310719582095,15.056185965930732,16.486745204850045,17.652117013951045,11.666824309093336,10.576090884574066,10.436005017357353,15.748388987589282,17.262363053312765,13.923183693774739,15.302206551483465,11.495945378695799,14.629665690889771,12.804310692252033,14.097218944608572,13.446331803659403,14.47006485928456,12.585349800023979,12.160725241067905,13.248397398956827,12.09730611301441,11.699394003214454,12.987717267639212,15.635714178819516,13.741592101007067,11.593695621288669,10.617185569127871,10.678757691876138,11.758852692554381,14.623628631446017,14.926130754373649,16.060119276334724,15.160257597905934,12.685606599245295,8.356372560600189,11.46214728002948,12.441469708524032,13.46187241938758,17.462657118750474,16.184719566609523,15.049177415194945,13.791305275741985
23,7.965403683886991,9.013997704302026,10.075986888513754,18.360224034710534,17.194852225609534,15.90393676719473,18.14253788278504,16.853522164485582,11.284190847947587,16.010313572242953,14.76919200796635,15.799138146727536,15.728237697854848,13.376233756113965,12.273014943459467,12.374929029408872,13.61578417622069,14.735965650668348,13.636500230497305,13.526301076016392,14.631618410223023,15.350975050750431,14.631289656384538,13.61578417622069,14.508683969441323,16.561054126648997,15.764292573608634,17.194852225609534,18.360224034710534,12.37492902940887,11.284190847947587,11.134986234218285,16.43813126880846,17.952025241740298,14.631289656384538,16.010313572242953,12.19379422660076,15.319397884966888,13.512415002535494,14.796159112853434,14.072665065677935,15.097208899256511,13.283202373065693,12.850554337705253,13.938240331238848,12.788139911669813,12.407494080900072,13.686565423122554,16.263761285207387,14.440449702856501,12.29255215961743,11.324218433385244,11.377405355494545,12.457595504028879,15.258911808821205,15.624988356223085,16.758976884926057,15.85911520730457,13.38446388503822,9.06337273774811,12.102523006436835,13.075213958442722,14.096344746768494,18.161514729901015,16.883577177337404,15.748035024963341,14.490162788458138
24,8.66623611121683,9.714953161154694,10.77698762626325,19.061249985262428,17.89587817616143,16.6049627114237,18.833499947845542,17.544484229537453,11.985213579185448,16.711339522794848,15.470217937195564,16.49010021177941,16.419199762886237,14.077257029114323,12.974034093647235,13.075953935425076,14.316810062221027,15.436991582078434,14.336317399654204,14.21644939394788,15.321767748758123,16.034631620942378,15.332315070262176,14.316810062221027,15.192260086530123,17.243908062971258,16.46531831464689,17.89587817616143,19.061249985262428,13.075953935425074,11.985213579185446,11.826983558602223,17.12098409504473,18.634798848928856,15.332315070262176,16.711339522794848,12.884667536334979,16.002240746119746,14.213439578358582,15.488181942891023,14.693377131215389,15.718716460412761,13.974078079028674,13.533496101206808,14.621193855581906,13.472074857398605,13.108516510026327,14.378497971158184,16.886154887983942,15.132318734027024,12.984420724554523,12.024196067171957,12.069141899578792,13.149424900205881,15.888405054223634,16.316857387393608,17.45084591887084,16.550984241582054,14.076332777696413,9.76332880131524,12.737021187622743,13.703197403212306,14.725042464402303,18.853383764898208,17.57544621216116,16.439904059393967,15.182031780447106
